1675,2017-12-09 23:45:11
1675,2017-12-09 23:47:26
1675,2017-12-09 23:57:39
1675,2017-12-09 23:57:45
1692,2017-12-10 08:27:55
1702,2017-12-10 12:39:39
1702,2017-12-10 12:39:43
1702,2017-12-10 12:39:55
1702,2017-12-10 12:39:59
1702,2017-12-10 12:39:59
1702,2017-12-10 12:41:33
1702,2017-12-10 12:41:37
1702,2017-12-10 12:41:37
1703,2017-12-10 12:46:41
1704,2017-12-10 12:51:45
1704,2017-12-10 12:56:53
1705,2017-12-10 13:01:56
1705,2017-12-10 13:07:00
1706,2017-12-10 13:12:03
1707,2017-12-10 13:17:08
1707,2017-12-10 13:22:11
1707,2017-12-10 13:27:15
1707,2017-12-10 13:32:19
1709,2017-12-10 13:37:22
1709,2017-12-10 13:42:26
1709,2017-12-10 13:47:36
1709,2017-12-10 13:52:44
1710,2017-12-10 14:02:52
1710,2017-12-10 14:07:56
1712,2017-12-10 14:13:00
1712,2017-12-10 14:18:04
1712,2017-12-10 14:23:08
1713,2017-12-10 14:28:12
1713,2017-12-10 14:33:17
1713,2017-12-10 14:43:24
1713,2017-12-10 14:48:29
1713,2017-12-10 14:53:34
1713,2017-12-10 14:58:39
1713,2017-12-10 15:03:43
1713,2017-12-10 15:13:50
1713,2017-12-10 15:18:54
1714,2017-12-10 15:23:58
1713,2017-12-10 15:34:06
1714,2017-12-10 15:39:10
1713,2017-12-10 15:44:14
1713,2017-12-10 15:49:19
1713,2017-12-10 15:54:24
1712,2017-12-10 15:59:50
1712,2017-12-10 16:04:56
1710,2017-12-10 16:10:00
1711,2017-12-10 16:15:04
1712,2017-12-10 16:20:08
1712,2017-12-10 16:25:12
1712,2017-12-10 16:30:17
1714,2017-12-10 16:35:21
1715,2017-12-10 16:40:25
1715,2017-12-10 16:45:30
1715,2017-12-10 16:50:34
1715,2017-12-10 16:55:38
1714,2017-12-10 17:00:42
1717,2017-12-10 17:05:45
1717,2017-12-10 17:10:49
1718,2017-12-10 17:15:53
1717,2017-12-10 17:20:57
1717,2017-12-10 17:26:00
1719,2017-12-10 17:33:48
1719,2017-12-10 17:34:19
1719,2017-12-10 17:34:52
1719,2017-12-10 17:35:29
1719,2017-12-10 17:35:46
1719,2017-12-10 17:36:04
1719,2017-12-10 17:36:16
1718,2017-12-10 17:36:58
1718,2017-12-10 17:37:20
1718,2017-12-10 17:37:56
1718,2017-12-10 17:38:12
1717,2017-12-10 17:38:54
1717,2017-12-10 17:39:22
1717,2017-12-10 17:40:06
1717,2017-12-10 17:40:34
1717,2017-12-10 17:41:01
1717,2017-12-10 17:41:09
1717,2017-12-10 17:41:26
1717,2017-12-10 17:42:00
1717,2017-12-10 17:42:19
1717,2017-12-10 17:42:50
1717,2017-12-10 17:43:12
1717,2017-12-10 17:44:51
1717,2017-12-10 17:45:32
1717,2017-12-10 17:45:47
1717,2017-12-10 17:46:13
1717,2017-12-10 17:46:18
1717,2017-12-10 17:46:41
1717,2017-12-10 17:47:03
1717,2017-12-10 17:47:30
1717,2017-12-10 17:47:47
1717,2017-12-10 17:48:43
1717,2017-12-10 17:49:13
1717,2017-12-10 17:49:52
1717,2017-12-10 17:50:21
1717,2017-12-10 17:50:40
1717,2017-12-10 17:51:07
1717,2017-12-10 17:51:17
1717,2017-12-10 17:51:44
1717,2017-12-10 17:52:14
1717,2017-12-10 17:52:54
1717,2017-12-10 17:53:31
1717,2017-12-10 17:54:00
1717,2017-12-10 17:54:52
